Release.Date,Season,Episode,Episode.Title,Name,Sentence,lemma,tokens
2019-05-12,Season 8,Episode 5,The Bells,cersei lannister,i do not want to die.,want die,"['want', 'die']"
2019-05-12,Season 8,Episode 5,The Bells,jaime lannister,just look- look at me. look at me.,look look look,"['look', 'look', 'look']"
2019-05-12,Season 8,Episode 5,The Bells,cersei lannister,not like this. not like this. not like this.,like like like,"['like', 'like', 'like']"
2019-05-12,Season 8,Episode 5,The Bells,jaime lannister,look- look- look me in the eye. do not look away. do not look- look at me! just look at me.,look look look eye look away look look look,"['look', 'look', 'look', 'eye', 'look', 'away', 'look', 'look', 'look']"
2019-05-12,Season 8,Episode 5,The Bells,jaime lannister,nothing else matters. nothing else matters. only us.,nothing else matter nothing else matter u,"['nothing', 'else', 'matter', 'nothing', 'else', 'matter', 'u']"
2019-05-19,Season 8,Episode 6,The Iron Throne,tyrion lannister,i will find you later.,find later,"['find', 'later']"
2019-05-19,Season 8,Episode 6,The Iron Throne,jon snow,it is not safe. let me send some men with you.,safe let send men,"['safe', 'let', 'send', 'men']"
2019-05-19,Season 8,Episode 6,The Iron Throne,tyrion lannister,i am going alone.,going alone,"['going', 'alone']"
2019-05-19,Season 8,Episode 6,The Iron Throne,grey worm,"in the name of the one true queen, daenerys targaryen, i sentence you to die.",name one true queen daenerys targaryen sentence die,"['name', 'one', 'true', 'queen', 'daenerys', 'targaryen', 'sentence', 'die']"
2019-05-19,Season 8,Episode 6,The Iron Throne,jon snow,grey worm!,grey worm,"['grey', 'worm']"
2019-05-19,Season 8,Episode 6,The Iron Throne,jon snow,it is over.,,[]
2019-05-19,Season 8,Episode 6,The Iron Throne,grey worm,these men are prisoners. it is not over until the queen's enemies are defeated.,men prisoner queen's enemy defeated,"['men', 'prisoner', ""queen's"", 'enemy', 'defeated']"
2019-05-19,Season 8,Episode 6,The Iron Throne,davos,how much more defeated do you want them to be? they are on their knees.,much defeated want knee,"['much', 'defeated', 'want', 'knee']"
2019-05-19,Season 8,Episode 6,The Iron Throne,grey worm,they are breathing.,breathing,['breathing']
2019-05-19,Season 8,Episode 6,The Iron Throne,davos,"look around you, friend. we won.",look around friend,"['look', 'around', 'friend']"
2019-05-19,Season 8,Episode 6,The Iron Throne,grey worm,"i obey my queen's commands, not yours.",obey queen's command,"['obey', ""queen's"", 'command']"
2019-05-19,Season 8,Episode 6,The Iron Throne,jon snow,and what are the queen's commands?,queen's command,"[""queen's"", 'command']"
2019-05-19,Season 8,Episode 6,The Iron Throne,grey worm,"kill all who follow cersei lannister."" these are free men. they chose to fight for her.",kill follow cersei lannister free men chose fight,"['kill', 'follow', 'cersei', 'lannister', 'free', 'men', 'chose', 'fight']"
2019-05-19,Season 8,Episode 6,The Iron Throne,davos,"easy, men. easy! easy.",easy men easy easy,"['easy', 'men', 'easy', 'easy']"
2019-05-19,Season 8,Episode 6,The Iron Throne,davos,jon. we should speak with the queen.,jon speak queen,"['jon', 'speak', 'queen']"
2019-05-19,Season 8,Episode 6,The Iron Throne,daenerys targaryen,blood of my blood.,blood blood,"['blood', 'blood']"
2019-05-19,Season 8,Episode 6,The Iron Throne,daenerys targaryen,you kept all your promises to me. you killed my enemies in their iron suits.,kept promise killed enemy iron suit,"['kept', 'promise', 'killed', 'enemy', 'iron', 'suit']"
2019-05-19,Season 8,Episode 6,The Iron Throne,daenerys targaryen,your tore down their stone houses. you gave me the seven kingdoms.,tore stone house gave seven kingdom,"['tore', 'stone', 'house', 'gave', 'seven', 'kingdom']"
2019-05-19,Season 8,Episode 6,The Iron Throne,daenerys targaryen,torgo nudho.,torgo nudho,"['torgo', 'nudho']"
2019-05-19,Season 8,Episode 6,The Iron Throne,daenerys targaryen,"you have walked beside me since the plaza of pride. you are the bravest of men, the most loyal of soldiers. i name you commander of all my forces, the queen's master of war.",walked beside since plaza pride bravest men loyal soldier name commander force queen's master war,"['walked', 'beside', 'since', 'plaza', 'pride', 'bravest', 'men', 'loyal', 'soldier', 'name', 'commander', 'force', ""queen's"", 'master', 'war']"
2019-05-19,Season 8,Episode 6,The Iron Throne,daenerys targaryen,unsullied. all of you  torn from your mother's arms and raised as slaves. now you are liberators. you have freed the people of king's landing from the grip of a tyrant!,unsullied torn mother's arm raised slave liberator freed people king's landing grip tyrant,"['unsullied', 'torn', ""mother's"", 'arm', 'raised', 'slave', 'liberator', 'freed', 'people', ""king's"", 'landing', 'grip', 'tyrant']"
2019-05-19,Season 8,Episode 6,The Iron Throne,daenerys targaryen,but the war is not over. we will not lay down our spears until we have liberated all the people of the world!,war lay spear liberated people world,"['war', 'lay', 'spear', 'liberated', 'people', 'world']"
2019-05-19,Season 8,Episode 6,The Iron Throne,daenerys targaryen,"from winterfell to dorne, from lannisport to qarth, from the summer isles to the jade sea! women, men and children have suffered too long beneath the wheel.",winterfell dorne lannisport qarth summer isle jade sea woman men child suffered long beneath wheel,"['winterfell', 'dorne', 'lannisport', 'qarth', 'summer', 'isle', 'jade', 'sea', 'woman', 'men', 'child', 'suffered', 'long', 'beneath', 'wheel']"
2019-05-19,Season 8,Episode 6,The Iron Throne,daenerys targaryen,will you break the wheel with me?,break wheel,"['break', 'wheel']"
2019-05-19,Season 8,Episode 6,The Iron Throne,daenerys targaryen,you freed your brother. you committed treason.,freed brother committed treason,"['freed', 'brother', 'committed', 'treason']"
2019-05-19,Season 8,Episode 6,The Iron Throne,tyrion lannister,i freed my brother. and you slaughtered a city.,freed brother slaughtered city,"['freed', 'brother', 'slaughtered', 'city']"
2019-05-19,Season 8,Episode 6,The Iron Throne,daenerys targaryen,take him.,take,['take']
2019-05-19,Season 8,Episode 6,The Iron Throne,jon snow,what are you doing here?,,[]
2019-05-19,Season 8,Episode 6,The Iron Throne,jon snow,"hey, what happened?",hey happened,"['hey', 'happened']"
2019-05-19,Season 8,Episode 6,The Iron Throne,arya stark,i came to kill cersei. your queen got there first.,came kill cersei queen got first,"['came', 'kill', 'cersei', 'queen', 'got', 'first']"
2019-05-19,Season 8,Episode 6,The Iron Throne,jon snow,she is everyone's queen now.,everyone's queen,"[""everyone's"", 'queen']"
2019-05-19,Season 8,Episode 6,The Iron Throne,arya stark,try telling sansa.,try telling sansa,"['try', 'telling', 'sansa']"
2019-05-19,Season 8,Episode 6,The Iron Throne,jon snow,wait for me outside the city gates. i will come find you.,wait outside city gate come find,"['wait', 'outside', 'city', 'gate', 'come', 'find']"
2019-05-19,Season 8,Episode 6,The Iron Throne,arya stark,jon. she knows who you are. who you really are. you will always be a threat to her. and i know a killer when i see one.,jon know really always threat know killer see one,"['jon', 'know', 'really', 'always', 'threat', 'know', 'killer', 'see', 'one']"
2019-05-19,Season 8,Episode 6,The Iron Throne,tyrion lannister,did you bring any wine?,bring wine,"['bring', 'wine']"
2019-05-19,Season 8,Episode 6,The Iron Throne,jon snow,no.,,[]
2019-05-19,Season 8,Episode 6,The Iron Throne,tyrion lannister,"ah... ... thank you for coming to see me. our queen does not keep prisoners for long. i suppose there is a crude kind of justice. i betrayed my closest friend and watched him burn. now varys's ashes can tell my ashes, ""see, i told you."" it just occurred to me. i am talking to the only man alive who knows where i am going.",ah thank coming see queen keep prisoner long suppose crude kind justice betrayed closest friend watched burn varys's ash tell ash see told occurred talking man alive know going,"['ah', 'thank', 'coming', 'see', 'queen', 'keep', 'prisoner', 'long', 'suppose', 'crude', 'kind', 'justice', 'betrayed', 'closest', 'friend', 'watched', 'burn', ""varys's"", 'ash', 'tell', 'ash', 'see', 'told', 'occurred', 'talking', 'man', 'alive', 'know', 'going']"
2019-05-19,Season 8,Episode 6,The Iron Throne,tyrion lannister,so is there life after death?,life death,"['life', 'death']"
2019-05-19,Season 8,Episode 6,The Iron Throne,jon snow,not that i have seen.,seen,['seen']
2019-05-19,Season 8,Episode 6,The Iron Throne,tyrion lannister,i should be thankful. oblivion is the best i could hope for. i strangled my lover. i shot my own father with a crossbow. i betrayed my queen.,thankful oblivion best could hope strangled lover shot father crossbow betrayed queen,"['thankful', 'oblivion', 'best', 'could', 'hope', 'strangled', 'lover', 'shot', 'father', 'crossbow', 'betrayed', 'queen']"
2019-05-19,Season 8,Episode 6,The Iron Throne,jon snow,you did not.,,[]
2019-05-19,Season 8,Episode 6,The Iron Throne,tyrion lannister,"i did. and i would do it again, now that i have seen what i have seen. i chose my fate. the people of king's landing did not.",would seen seen chose fate people king's landing,"['would', 'seen', 'seen', 'chose', 'fate', 'people', ""king's"", 'landing']"
2019-05-19,Season 8,Episode 6,The Iron Throne,jon snow,i can not justify what happened. i will not try. but the war is over now.,justify happened try war,"['justify', 'happened', 'try', 'war']"
2019-05-19,Season 8,Episode 6,The Iron Throne,tyrion lannister,"is it? when you heard her talking to her soldiers, did she sound like someone who is done fighting?",heard talking soldier sound like someone done fighting,"['heard', 'talking', 'soldier', 'sound', 'like', 'someone', 'done', 'fighting']"
2019-05-19,Season 8,Episode 6,The Iron Throne,tyrion lannister,she liberated the people of slaver's bay. she liberated the people of king's landing. and she will go on liberating until the people of the world are free and she rules them all.,liberated people slaver's bay liberated people king's landing go liberating people world free rule,"['liberated', 'people', ""slaver's"", 'bay', 'liberated', 'people', ""king's"", 'landing', 'go', 'liberating', 'people', 'world', 'free', 'rule']"
2019-05-19,Season 8,Episode 6,The Iron Throne,jon snow,"and you have been by her side, counseling her. until today.",side counseling today,"['side', 'counseling', 'today']"
2019-05-19,Season 8,Episode 6,The Iron Throne,tyrion lannister,until today. varys was right. i was wrong. it was vanity to think i could guide her. our queen's nature is fire and blood.,today varys right wrong vanity think could guide queen's nature fire blood,"['today', 'varys', 'right', 'wrong', 'vanity', 'think', 'could', 'guide', ""queen's"", 'nature', 'fire', 'blood']"
2019-05-19,Season 8,Episode 6,The Iron Throne,jon snow,"you think our house words are stamped on our bodies when we are born and that is who we are? then i would be fire and blood too. she is not her father, no more than you are tywin lannister.",think house word stamped body born would fire blood father tywin lannister,"['think', 'house', 'word', 'stamped', 'body', 'born', 'would', 'fire', 'blood', 'father', 'tywin', 'lannister']"
2019-05-19,Season 8,Episode 6,The Iron Throne,tyrion lannister,"my father was an evil man. my sister was an evil woman. pile up all the bodies of all the people they ever killed, there still will not be half as many as our beautiful queen slaughtered in a single day.",father evil man sister evil woman pile body people ever killed still half many beautiful queen slaughtered single day,"['father', 'evil', 'man', 'sister', 'evil', 'woman', 'pile', 'body', 'people', 'ever', 'killed', 'still', 'half', 'many', 'beautiful', 'queen', 'slaughtered', 'single', 'day']"
2019-05-19,Season 8,Episode 6,The Iron Throne,jon snow,cersei left her no choice.,cersei left choice,"['cersei', 'left', 'choice']"
2019-05-19,Season 8,Episode 6,The Iron Throne,tyrion lannister,"the moment the gates fell, the battle was over.",moment gate fell battle,"['moment', 'gate', 'fell', 'battle']"
2019-05-19,Season 8,Episode 6,The Iron Throne,jon snow,she saw her friend beheaded. she saw her dragon shot out of the sky.,saw friend beheaded saw dragon shot sky,"['saw', 'friend', 'beheaded', 'saw', 'dragon', 'shot', 'sky']"
2019-05-19,Season 8,Episode 6,The Iron Throne,tyrion lannister,and she burned down a city for it.,burned city,"['burned', 'city']"
2019-05-19,Season 8,Episode 6,The Iron Throne,jon snow,"ah, it is easy to judge when you are standing far from the battlefield.",ah easy judge standing far battlefield,"['ah', 'easy', 'judge', 'standing', 'far', 'battlefield']"
2019-05-19,Season 8,Episode 6,The Iron Throne,tyrion lannister,would you have done it?,would done,"['would', 'done']"
2019-05-19,Season 8,Episode 6,The Iron Throne,jon snow,what?,,[]
2019-05-19,Season 8,Episode 6,The Iron Throne,tyrion lannister,"you have been up there, on a dragon's back. you have had that power. would you have burned the city down?",dragon's back power would burned city,"[""dragon's"", 'back', 'power', 'would', 'burned', 'city']"
2019-05-19,Season 8,Episode 6,The Iron Throne,jon snow,i do not know.,know,['know']
2019-05-19,Season 8,Episode 6,The Iron Throne,tyrion lannister,"yes, you do. you will not say because you do not want to betray her but you know.",yes say want betray know,"['yes', 'say', 'want', 'betray', 'know']"
2019-05-19,Season 8,Episode 6,The Iron Throne,jon snow,what is it matter what i would do?,matter would,"['matter', 'would']"
2019-05-19,Season 8,Episode 6,The Iron Throne,tyrion lannister,"it matters more than anything. when she murdered the slavers of astapor, i am sure no one but the slavers complained. after all, they  evil men.",matter anything murdered slaver astapor sure one slaver complained evil men,"['matter', 'anything', 'murdered', 'slaver', 'astapor', 'sure', 'one', 'slaver', 'complained', 'evil', 'men']"
2019-05-19,Season 8,Episode 6,The Iron Throne,tyrion lannister,"when she crucified hundreds of meereenese nobles, who could argue? they  evil men. the dothraki khals she burned alive? they would have done worse to her. everywhere she goes, evil men die and we cheer her for it. and she grows more powerful and more sure that she is good and right. she believes her destiny is to build a better world for everyone. if you believed that if you truly believed it, would not you kill whoever stood between you and paradise?",crucified hundred meereenese noble could argue evil men dothraki khals burned alive would done worse everywhere go evil men die cheer grows powerful sure good right belief destiny build better world everyone believed truly believed would kill whoever stood paradise,"['crucified', 'hundred', 'meereenese', 'noble', 'could', 'argue', 'evil', 'men', 'dothraki', 'khals', 'burned', 'alive', 'would', 'done', 'worse', 'everywhere', 'go', 'evil', 'men', 'die', 'cheer', 'grows', 'powerful', 'sure', 'good', 'right', 'belief', 'destiny', 'build', 'better', 'world', 'everyone', 'believed', 'truly', 'believed', 'would', 'kill', 'whoever', 'stood', 'paradise']"
2019-05-19,Season 8,Episode 6,The Iron Throne,tyrion lannister,i know you love her. i love her too. not as successfully as you. but i believed in her with all my heart. love is more powerful than reason. we all know that. look at my brother.,know love love successfully believed heart love powerful reason know look brother,"['know', 'love', 'love', 'successfully', 'believed', 'heart', 'love', 'powerful', 'reason', 'know', 'look', 'brother']"
2019-05-19,Season 8,Episode 6,The Iron Throne,jon snow,love is the death of duty.,love death duty,"['love', 'death', 'duty']"
2019-05-19,Season 8,Episode 6,The Iron Throne,tyrion lannister,you just came up with that?,came,['came']
2019-05-19,Season 8,Episode 6,The Iron Throne,jon snow,maester aemon said it a long time ago.,maester aemon said long time ago,"['maester', 'aemon', 'said', 'long', 'time', 'ago']"
2019-05-19,Season 8,Episode 6,The Iron Throne,tyrion lannister,"sometimes duty is the death of love. you are the shield that guards the realms of men. and you have always tried to do the right thing. no matter the cost, you have tried to protect people. who is the greatest threat to the people now?",sometimes duty death love shield guard realm men always tried right thing matter cost tried protect people greatest threat people,"['sometimes', 'duty', 'death', 'love', 'shield', 'guard', 'realm', 'men', 'always', 'tried', 'right', 'thing', 'matter', 'cost', 'tried', 'protect', 'people', 'greatest', 'threat', 'people']"
2019-05-19,Season 8,Episode 6,The Iron Throne,tyrion lannister,it is a terrible thing i am asking. it is also the right thing. do you think i am the last man she will execute? who is more dangerous than the rightful heir to the iron throne?,terrible thing asking also right thing think last man execute dangerous rightful heir iron throne,"['terrible', 'thing', 'asking', 'also', 'right', 'thing', 'think', 'last', 'man', 'execute', 'dangerous', 'rightful', 'heir', 'iron', 'throne']"
2019-05-19,Season 8,Episode 6,The Iron Throne,jon snow,that is her decision. she is the queen.,decision queen,"['decision', 'queen']"
2019-05-19,Season 8,Episode 6,The Iron Throne,jon snow,i am sorry it came to this.,sorry came,"['sorry', 'came']"
2019-05-19,Season 8,Episode 6,The Iron Throne,tyrion lannister,and your sisters? do you see them bending the knee?,sister see bending knee,"['sister', 'see', 'bending', 'knee']"
2019-05-19,Season 8,Episode 6,The Iron Throne,jon snow,my sisters will be loyal to the throne.,sister loyal throne,"['sister', 'loyal', 'throne']"
2019-05-19,Season 8,Episode 6,The Iron Throne,tyrion lannister,why do you think sansa told me the truth about you? because she does not want dany to be queen.,think sansa told truth want dany queen,"['think', 'sansa', 'told', 'truth', 'want', 'dany', 'queen']"
2019-05-19,Season 8,Episode 6,The Iron Throne,jon snow,she does not get to choose.,get choose,"['get', 'choose']"
2019-05-19,Season 8,Episode 6,The Iron Throne,tyrion lannister,no. but you do. and you have to choose now.,choose,['choose']
2019-05-19,Season 8,Episode 6,The Iron Throne,daenerys targaryen,"when i was a girl, my brother told me it was made with a thousand swords from aegon's fallen enemies. what do a thousand swords look like in the mind of a little girl who can not count to twenty? i imagined a mountain of swords too high to climb. so many fallen enemies, you could only see the soles of aegon's feet.",girl brother told made thousand sword aegon's fallen enemy thousand sword look like mind little girl count twenty imagined mountain sword high climb many fallen enemy could see sol aegon's foot,"['girl', 'brother', 'told', 'made', 'thousand', 'sword', ""aegon's"", 'fallen', 'enemy', 'thousand', 'sword', 'look', 'like', 'mind', 'little', 'girl', 'count', 'twenty', 'imagined', 'mountain', 'sword', 'high', 'climb', 'many', 'fallen', 'enemy', 'could', 'see', 'sol', ""aegon's"", 'foot']"
2019-05-19,Season 8,Episode 6,The Iron Throne,jon snow,i saw them executing lannister prisoners in the street. they said they  acting on your orders.,saw executing lannister prisoner street said acting order,"['saw', 'executing', 'lannister', 'prisoner', 'street', 'said', 'acting', 'order']"
2019-05-19,Season 8,Episode 6,The Iron Throne,daenerys targaryen,it was necessary.,necessary,['necessary']
2019-05-19,Season 8,Episode 6,The Iron Throne,jon snow,"necessary? have you been down there? have you seen? children, little children, burned!",necessary seen child little child burned,"['necessary', 'seen', 'child', 'little', 'child', 'burned']"
2019-05-19,Season 8,Episode 6,The Iron Throne,daenerys targaryen,i tried to make peace with cersei. she used their innocence as a weapon against me. she thought it would cripple me.,tried make peace cersei used innocence weapon thought would cripple,"['tried', 'make', 'peace', 'cersei', 'used', 'innocence', 'weapon', 'thought', 'would', 'cripple']"
2019-05-19,Season 8,Episode 6,The Iron Throne,jon snow,and tyrion?,tyrion,['tyrion']
2019-05-19,Season 8,Episode 6,The Iron Throne,daenerys targaryen,"he conspired behind my back with my enemies. how have you treated people who've done the same to you, even when it broke your heart?",conspired behind back enemy treated people who've done even broke heart,"['conspired', 'behind', 'back', 'enemy', 'treated', 'people', ""who've"", 'done', 'even', 'broke', 'heart']"
2019-05-19,Season 8,Episode 6,The Iron Throne,jon snow,forgive him.,forgive,['forgive']
2019-05-19,Season 8,Episode 6,The Iron Throne,daenerys targaryen,i can not.,,[]
2019-05-19,Season 8,Episode 6,The Iron Throne,jon snow,"you can. you can forgive all of them, make them see they made a mistake. make them understand.",forgive make see made mistake make understand,"['forgive', 'make', 'see', 'made', 'mistake', 'make', 'understand']"
2019-05-19,Season 8,Episode 6,The Iron Throne,jon snow,"please, dany.",please dany,"['please', 'dany']"
2019-05-19,Season 8,Episode 6,The Iron Throne,daenerys targaryen,we can not hide behind small mercies. the world we need will not be built by men loyal to the world we have.,hide behind small mercy world need built men loyal world,"['hide', 'behind', 'small', 'mercy', 'world', 'need', 'built', 'men', 'loyal', 'world']"
2019-05-19,Season 8,Episode 6,The Iron Throne,jon snow,the world we need is a world of mercy. it has to be.,world need world mercy,"['world', 'need', 'world', 'mercy']"
2019-05-19,Season 8,Episode 6,The Iron Throne,daenerys targaryen,and it will be. it is not easy to see something that is never been before. a good world.,easy see something never good world,"['easy', 'see', 'something', 'never', 'good', 'world']"
2019-05-19,Season 8,Episode 6,The Iron Throne,jon snow,how do you know? how do you know it will be good?,know know good,"['know', 'know', 'good']"
2019-05-19,Season 8,Episode 6,The Iron Throne,daenerys targaryen,because i know what is good. and so do you.,know good,"['know', 'good']"
2019-05-19,Season 8,Episode 6,The Iron Throne,jon snow,i do not.,,[]
2019-05-19,Season 8,Episode 6,The Iron Throne,daenerys targaryen,you do. you do. you have always known.,always known,"['always', 'known']"
2019-05-19,Season 8,Episode 6,The Iron Throne,jon snow,what about everyone else? all the other people who think they know what is good.,everyone else people think know good,"['everyone', 'else', 'people', 'think', 'know', 'good']"
2019-05-19,Season 8,Episode 6,The Iron Throne,daenerys targaryen,they do not get to choose.,get choose,"['get', 'choose']"
2019-05-19,Season 8,Episode 6,The Iron Throne,daenerys targaryen,"be with me. build the new world with me. this is our reason. it has been from the beginning, since you  a little boy with a bastardo s name and i was a little girl who could not count to twenty. we do it together. we break the wheel together.",build new world reason beginning since little boy bastardo name little girl could count twenty together break wheel together,"['build', 'new', 'world', 'reason', 'beginning', 'since', 'little', 'boy', 'bastardo', 'name', 'little', 'girl', 'could', 'count', 'twenty', 'together', 'break', 'wheel', 'together']"
2019-05-19,Season 8,Episode 6,The Iron Throne,jon snow,"you are my queen. now, and always.",queen always,"['queen', 'always']"
2019-05-19,Season 8,Episode 6,The Iron Throne,sansa stark,where is jon?,jon,['jon']
2019-05-19,Season 8,Episode 6,The Iron Throne,grey worm,he is our prisoner.,prisoner,['prisoner']
2019-05-19,Season 8,Episode 6,The Iron Throne,sansa stark,so is lord tyrion. they  both to be brought to this gathering.,lord tyrion brought gathering,"['lord', 'tyrion', 'brought', 'gathering']"
2019-05-19,Season 8,Episode 6,The Iron Throne,grey worm,we will decide what we do with our prisoners. this is our city now.,decide prisoner city,"['decide', 'prisoner', 'city']"
2019-05-19,Season 8,Episode 6,The Iron Throne,sansa stark,"if you look outside the walls of your city, you will find thousands of northmen who will explain to you why harming jon snow is not in your interest.",look outside wall city find thousand northman explain harming jon snow interest,"['look', 'outside', 'wall', 'city', 'find', 'thousand', 'northman', 'explain', 'harming', 'jon', 'snow', 'interest']"
2019-05-19,Season 8,Episode 6,The Iron Throne,grey worm,and you will find thousands of unsullied who believe that it is.,find thousand unsullied believe,"['find', 'thousand', 'unsullied', 'believe']"
2019-05-19,Season 8,Episode 6,The Iron Throne,yara greyjoy,some of you may be quick to forgive. the ironborn are not. i swore to follow daenerys targaryen.,may quick forgive ironborn swore follow daenerys targaryen,"['may', 'quick', 'forgive', 'ironborn', 'swore', 'follow', 'daenerys', 'targaryen']"
2019-05-19,Season 8,Episode 6,The Iron Throne,sansa stark,you swore to follow a tyrant.,swore follow tyrant,"['swore', 'follow', 'tyrant']"
2019-05-19,Season 8,Episode 6,The Iron Throne,yara greyjoy,"she freed us from a tyrant. cersei is gone because of her, and jon snow put a knife in her heart. let the unsullied give him what he deserves.",freed u tyrant cersei gone jon snow put knife heart let unsullied give deserves,"['freed', 'u', 'tyrant', 'cersei', 'gone', 'jon', 'snow', 'put', 'knife', 'heart', 'let', 'unsullied', 'give', 'deserves']"
2019-05-19,Season 8,Episode 6,The Iron Throne,arya stark,say another word about killing my brother and i will cut your throat.,say another word killing brother cut throat,"['say', 'another', 'word', 'killing', 'brother', 'cut', 'throat']"
2019-05-19,Season 8,Episode 6,The Iron Throne,davos,"friends, please. we have been cutting each other's throats long enough. torgo nudho. am i saying that properly?",friend please cutting other's throat long enough torgo nudho saying properly,"['friend', 'please', 'cutting', ""other's"", 'throat', 'long', 'enough', 'torgo', 'nudho', 'saying', 'properly']"
2019-05-19,Season 8,Episode 6,The Iron Throne,davos,"if it  not for you and your men, we wouldo ve lost the war with the dead. this country owes you a debt it can never repay, but let us try. there is land in the reach. good land. the people that used to live there are gone. make it your own. start your own house with the unsullied as your bannermen. we have had enough war. thousands of you, thousands of them. you know how it ends. we need to find a better way.",men wouldo lost war dead country owes debt never repay let u try land reach good land people used live gone make start house unsullied bannermen enough war thousand thousand know end need find better way,"['men', 'wouldo', 'lost', 'war', 'dead', 'country', 'owes', 'debt', 'never', 'repay', 'let', 'u', 'try', 'land', 'reach', 'good', 'land', 'people', 'used', 'live', 'gone', 'make', 'start', 'house', 'unsullied', 'bannermen', 'enough', 'war', 'thousand', 'thousand', 'know', 'end', 'need', 'find', 'better', 'way']"
2019-05-19,Season 8,Episode 6,The Iron Throne,grey worm,we do not need payment. we need justice. jon snow cannot go free.,need payment need justice jon snow cannot go free,"['need', 'payment', 'need', 'justice', 'jon', 'snow', 'cannot', 'go', 'free']"
2019-05-19,Season 8,Episode 6,The Iron Throne,tyrion lannister,it is not for you to decide.,decide,['decide']
2019-05-19,Season 8,Episode 6,The Iron Throne,grey worm,you are not here to speak! everyone has heard enough words from you.,speak everyone heard enough word,"['speak', 'everyone', 'heard', 'enough', 'word']"
2019-05-19,Season 8,Episode 6,The Iron Throne,tyrion lannister,you are right. and no one's any better for it. but it is not for you to decide. jon committed his crime here. his fate is for our king to decide. or our queen.,right one's better decide jon committed crime fate king decide queen,"['right', ""one's"", 'better', 'decide', 'jon', 'committed', 'crime', 'fate', 'king', 'decide', 'queen']"
2019-05-19,Season 8,Episode 6,The Iron Throne,maester wolkan,we do not have a king or queen.,king queen,"['king', 'queen']"
2019-05-19,Season 8,Episode 6,The Iron Throne,tyrion lannister,you are the most powerful people in westeros. choose one.,powerful people westeros choose one,"['powerful', 'people', 'westeros', 'choose', 'one']"
2019-05-19,Season 8,Episode 6,The Iron Throne,grey worm,"make your choice, then.",make choice,"['make', 'choice']"
2019-05-19,Season 8,Episode 6,The Iron Throne,edmure,my lords and ladies. i suppose this is the most important moment of our lives. what we decide today will reverberate through the annals of history. i stand before you as one of the senior lords in the country. a veteran of two wars. and i like to think my experience has led to some small skill in statecraft - and underst-,lord lady suppose important moment life decide today reverberate annals history stand one senior lord country veteran two war like think experience led small skill statecraft underst,"['lord', 'lady', 'suppose', 'important', 'moment', 'life', 'decide', 'today', 'reverberate', 'annals', 'history', 'stand', 'one', 'senior', 'lord', 'country', 'veteran', 'two', 'war', 'like', 'think', 'experience', 'led', 'small', 'skill', 'statecraft', 'underst']"
2019-05-19,Season 8,Episode 6,The Iron Throne,sansa stark,uncle? please sit.,uncle please sit,"['uncle', 'please', 'sit']"
2019-05-19,Season 8,Episode 6,The Iron Throne,maester wolkan," , we have to choose someone.",choose someone,"['choose', 'someone']"
2019-05-19,Season 8,Episode 6,The Iron Throne,sam,why just us?,u,['u']
2019-05-19,Season 8,Episode 6,The Iron Throne,sam,"um- we represent all the great houses, but whomever we choose, they will not just rule over lords and ladies. maybe the decision about what is best for everyone should be left to , everyone.",um represent great house whomever choose rule lord lady maybe decision best everyone left everyone,"['um', 'represent', 'great', 'house', 'whomever', 'choose', 'rule', 'lord', 'lady', 'maybe', 'decision', 'best', 'everyone', 'left', 'everyone']"
2019-05-19,Season 8,Episode 6,The Iron Throne,edmure,maybe we should give the dogs a vote as .,maybe give dog vote,"['maybe', 'give', 'dog', 'vote']"
2019-05-19,Season 8,Episode 6,The Iron Throne,yohn royce,i will ask my horse.,ask horse,"['ask', 'horse']"
2019-05-19,Season 8,Episode 6,The Iron Throne,edmure,i suppose you want the crown.,suppose want crown,"['suppose', 'want', 'crown']"
2019-05-19,Season 8,Episode 6,The Iron Throne,tyrion lannister,me? the imp?,imp,['imp']
2019-05-19,Season 8,Episode 6,The Iron Throne,tyrion lannister,"half the people hate me for serving daenerys, the other half hate me for betraying her.",half people hate serving daenerys half hate betraying,"['half', 'people', 'hate', 'serving', 'daenerys', 'half', 'hate', 'betraying']"
2019-05-19,Season 8,Episode 6,The Iron Throne,tyrion lannister,can not think of a worse choice.,think worse choice,"['think', 'worse', 'choice']"
2019-05-19,Season 8,Episode 6,The Iron Throne,davos,"who, then?",,[]
2019-05-19,Season 8,Episode 6,The Iron Throne,tyrion lannister,i have had nothing to do but think these past few weeks. about our bloody history. about the mistakes we have made.,nothing think past week bloody history mistake made,"['nothing', 'think', 'past', 'week', 'bloody', 'history', 'mistake', 'made']"
